"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2007",3770.56,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2008",4520.33,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2009",4424.86,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2010",5156.45,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2011",5404.15,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2012",4590.97,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2013",4997.03,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2014",5313.4,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2015",5656.89,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2016",6219.42,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2017",6727.17,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2018",8830.15,"E"
"CRI","GGEXP","TOT","THND_USD_CAP","A","2019",9491.89,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2007",5128.35,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2008",6318.12,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2009",6552.13,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2010",6790.53,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2011",7079.14,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2012",7067.65,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2013",7008.01,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2014",7283.57,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2015",7799.44,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2016",8392.22,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2017",9077.9,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2018",10193.95,
"ROU","GGEXP","TOT","THND_USD_CAP","A","2019",11691,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2007",14726,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2008",15757,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2009",16707,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2010",17212,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2011",17475,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2012",17868,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2013",18440,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2014",18698,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2015",18934,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2016",19727,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2017",20440,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2018",21297,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2019",22194,
"OEU","GGEXP","TOT","THND_USD_CAP","A","2020",24161,
